month, date, year, reviewid, reviewerid, productid, rating1, rating2, rating3, rating4, review, label
8,26,2012,VXtDGw7E0guWdXLOtzKJ3w,dCbC5DeMbsRsP0bw7RRG0w,pbEiXam9YJL3neCYHGwLUA,0,0,4,3,1st I will say Im not a foodie but I enjoy dining w foodies The service was impeccable The presentation of food was truly marvelous I am allergic to all seafood  fish My friend is a vegetarian They prepared special menus for both Now to the food Some courses were delicious others were ok Everything was too small Even if u liked it was gone in 3 bites Even though there were so many courses we left hungry  went out afterwards 2 of my friends are foodies  have been to very elite restaurants Also I do not have a need to be stuffed after eating out but I do want to be satisfied I was neither which was disappointing considering the price tag The atmosphere was quiet Was good girls night out Dessert was huge disappointment Dippin dots spread all over table Price in my opinion not worth it The biggest irritation was the champaign @ beginning of meal was brought out though we did not request it I assumed it was complimentary However it turned out to be 100 each I only drank part of mine had I known definitely would have finished Overall had a good evening Glad I went but would not go again If you dont mind paying 350 wo wine pairings for 1 meal then consider checking out,N
9,11,2012,V0PU0ciEBeNiHHS1,-3Mzc2O6jmYLWQJcIJdvAA,pbEiXam9YJL3neCYHGwLUA,0,1,1,5,Today marks one year since my dinner at Alinea It was the finest dining experience of my life and it lived up to all of my lofty expectations In hindsight it is not the culinary party tricks or the use of technology that still lingers in the forefront of my mind although each innovative technique employed delighted me and served to advance each dish My memories fall back on the bright harmonious flavors and the impeccable at at times playful service To borrow from Michelins own rubric Alinea provided me exceptional cuisine worth a special journey So much so that I I cannot imagine another trip to Chicago without partaking of what ever joys that Achatz may have in store,N
8,16,2012,revID_update_res1,Or40sZeUkVa2w1SCjhaUVg,pbEiXam9YJL3neCYHGwLUA,0,1,3,5,In my four years as a member of Yelp Ive written a grand total of two - count em TWO - restaurant reviews As much as I consider myself a foodie Im just not big on writing about food And even though Ive had the pleasure of collecting over 20 Michelin stars from dining standards like Wolfgang Pucks Spago to bucket-list restaurants like Thomas Kellers The French Laundry and Per Se over the past few years Ive never really felt compelled to write a review about any of them Then I dined at Alinea Grant Achatzs Michelin three-starred restaurant in Chicago at the forefront of American molecular gastronomy FOOD First things first at Alinea unlike the aforementioned The French Laundry and Per Se food is as much about spectacle as it is about taste The plating and presentation of the dishes here were by far the most creative Ive ever experienced A few were gimmicky eg four pieces of seafood entangled in seaweed atop a giant piece of driftwood but most were functional - and all were extremely fun especially the green apple balloon and the cracked white chocolate egg Now if youre worried that Chef Achatz is all style and no substance - as I was - let me reassure you some of his dishes were among the best Ive ever eaten The aforementioned four pieces of seafood were the best bites of crab lobster and clam Ive ever had the corn dish was out of this world and you cant go wrong with two of Chef Achatzs signature dishes Hot Potato Cold Potato and Black Truffle Explosion My sister and I also went to town on the final dessert the cracked white chocolate egg that covered the entire table and finished the entire thing which was no easy feat considering it was the 19th and final course - and also the largest SERVICE Like any Michelin-starred restaurant the service here is top-notch - dishes always arrived with razor-like synchronicity every course was explained thoroughly crumbs were always brushed away and my wine glass was never left empty If I have one complaint its that I felt the service here was a bit more relaxed than what Ive experienced at Thomas Kellers restaurants or at Joel Robuchons three Tokyo establishments The servers were always professional but they had a more casual attitude than what Im used to at restaurants of this caliber Some people dont like the stuffy atmosphere of fine dining restaurants but if Im gonna pay an arm and a leg for a meal fit for a king I dont mind being treated like one AMBIANCE Other than the darkened entrance hall with its neon outlines and grassy walkway I was not particularly impressed by the decor of the restaurant - its mainly black and white with accent lighting in various shades of neon But I think thats kind of the point Each of the food presentations here is like its own work of art so the restaurant itself is like the blank canvas upon which these works of art are presented Nowhere was this more obvious than during the cracked white chocolate egg dessert course which utilized the entire table - covered with a latex tablecloth of course - as a canvas I will say though that the noise level in the restaurant was a bit on the louder end which again created a more casual atmosphere than what Im used to at Michelin-starred restaurants VERDICT Im not an easily impressed diner and I dont like writing food reviews But Alinea surpassed all of my expectations and then some and my dining experience here prompted me to do the unthinkable to write a review on Yelp And thats just it - you dont just have dinner at Alinea you have a DINING EXPERIENCE One that I will never forget,N
8,4,2012,9Q17H2GMBFeRMOS1Ni-I2Q,tToOHav143V1NXH0nf_YIA,pbEiXam9YJL3neCYHGwLUA,10,10,10,5,I had wanted to visit Alinea since 2007 but was never organized enough to make a reservation and it was always going to happen for a perpetually unnamed special occasion Then last week they switched to a ticketing system a-la Next and I happened to be lucky and F5-happy enough get a prime time Friday night table just a week later Spoiler alert if youre planning on going and like surprises stop reading here actually stop reading these reviews in general and just go Im not even going to attempt to describe all of the dishes from last nights meal but some highlights Walking through the front door into a shrinking corridor to be greeted with a glass of lemonade drunk while walking over the carpeting of fresh turf to the sound of a wind chime Watching Grant Achatz inspecting dishes leaving the kitchen and then later serving a masterpiece of a dessert directly onto the table next to ours Eating a chunk of tempura-fried fruit and brie served on a burning cinnamon stick skewer The black truffle explosion so flavorful I think it may have literally permeated the flesh of my mouth I can still taste truffles the next day Wondering how long I should wait before I see a doctor about it Being served three small cuts of lamb with a tray of 60 different beautiful weird accompaniments to choose from Sucking helium from an edible apple-flavored balloon Getting apple-flavored balloon goo all over my face Then making a loud and borderline inappropriate thats what she said joke in squeaky helium voice The wine pairings Do it The front of house staff all flawlessly professional but completely approachable and immediately likable They have hit a magical spot where formal fine dining service feels comfortable welcoming and friendly I also heard them jokingly tell the table behind us were expecting to read some good Yelp reviews tomorrow - I like simple traditional meals as much as the next person and admit to sometimes being skeptical about molecular gastronomy I now understand that the techniques used at Alinea arent just for show every dish uses the chefs mad scientist skills to invoke an emotion bring back memories and sometimes just make you laugh If that isnt food for the soul what is?,N
9,15,2012,Hk9BR0a,EkItn2a_Fx1KE9Q5amo7JA,pbEiXam9YJL3neCYHGwLUA,0,0,0,5,I dined at Alinea a few weeks ago with my son for his 25th birthday He was quite excited to have scored tickets with their new ticketing system and on his birthday nonetheless I had heard of Alinea a few years ago when they first opened and wondered what it was all about My impression before going there was too expensive  weird food Couldnt imagine eating that many courses Well what an amazing experience I could only compare it to Charlie Trotters where I dined a few months back This blows Charlies away Sorry Charlie The restaurant doesnt have a sign out in front liked that  a nice young man greeted us  we entered The hallway floor was real grass--real grass with a small set up with fresh lemonade We were then led to our table The restaurant has no music playing  is fairly modern but simple They ask about allergies wine pairings etc and the experience begins  I wont go into detail on every course as there were simply too many  I frankly couldnt remember what they consisted of But there was a seafood course served on a piece of driftwood that was to die for Also a mushroom dish on hot stones that was amazing as well A summer salad of some sort with everything fresh delicious  I can only remember disliking one dish  the little pieces of ginger they served on these little skewer things was just okay The hot potatocold potato  truffle explosion that I had heard of famously were also just amazing  The service was excellent and the waiters each one nicer than the next The courses were spaced apart nicely but not too far apart or close together  They brought my son a special chocolate desert for his birthday compliments of the staff which was really nice and no singing happy birthday The desert was amazing  then we had the privilege of having Chef Achatz serve us the famous white chocolate pinata himself My son was awestruck  the expression on his face was priceless--well worth the price of the meal  So was this worth it? It most definitely was Years back I could never have imagined spending that much money on a meal But the way I look at it many people spend comparable amounts on dinner  a concert dinner  movie drinks out a night at the opera or theter whatever it is you like--cigarettes Starbucks etc This was a magical night with my son  one we will always remembercant put a price on that,N
8,21,2012,MgarFT5mQE6Gq1eNAfw4Fw,0SvPdzpIEHQFJOvnPt9zxQ,pbEiXam9YJL3neCYHGwLUA,1,1,0,5,So we were fortunate enough to score Sunday dinner reservations after the restaurant moved from its phone-based reservation system to the Next-like online ticketing system I can honesty say that this was the pinnacle of dining experiences for me - that every fine dining establishment from this point forward will be judged against my experience Im not sure if this is fair because Grant Achatz and team set an insanely high bar  Prior to dining at Alinea literally an hour before I finished reading Grant and Nicks autobiography Life on the Line I appreciated having the insight into the creative passion and love for food that drives Alinea staff Im also slated for a trip to San Francisco in the Fall and am very much looking forward to scoring hopefully reservations at The French Laundry which had a huge influence on Chef Achatz Fingers crossed that my redial finger make it through to the reservationists  Back to Alinea - Were not going course-by-course in this review as I agree with many other Yelpers that just simply ruins the experience Although Im guessing that the Fall menu isnt too far from around the corner which has me eager to go back for sure From the time you check-in with the doorman to the moment you step through into the darkened wedge-like hallway your dinner begins and it doesnt stop for almost four hours Every detail is meticulously considered and it shows - at the time I confirmed our reservations and any dietary restrictions or other notes of importance for the staff I did not notify them that my other half was left handed I didnt realize that was even a reason to make a special note but at Alinea it is Once they realized he was left handed every course was situated and placed correctly in front of him  I know for some the ticketing system has been a nightmare and the person who rated the restaurant one star based on her inability to get a reservation really irks me but perseverance and patience will pay off If you get a reservation or have the opportunity to make one - dont think about it just do it turn yourself over to Alinea staff and be prepared to be blown away,N
8,6,2012,8cP116ZiSEmSv8vYTI6RIA,hFaZatmXXpiEDyMFaLejmw,pbEiXam9YJL3neCYHGwLUA,2,3,1,5,All of these reviews likely tell you the various ways and courses that Alinea is incredible All the best meals of my lifes and culinary discourses  But looking at the price tag and the difficulty in acquiring a table you may still be asking yourself Yeahbut is this just hype or is it Really Worth it? Let me answer that- IT IS I could tell how every bite of every course was one of the best most interesting most surprising things I have ever eaten and how it has changed how I experience food and dining I could tell you that the wine pairings were spectacular and pushed each course to yet another level I could tell you that I was a little starstruck by Grant Achatz and wished Id snuck in a photo of him creating the final course tableside for people close to us if I hadnt being playing it I totally belong here cool and trying to keep the delivery of that course a surprise  I could also tell you that the service was formal but personable enough that when we had a hands free course that I was comfy enough to raise mine up ala on a rollercoaster or look ma no hands   I could tell you all of those thingsbut the fact that I was mid-dinner scheming how I could save up to come again soon may be all you need to hear from me,N
8,23,2012,UgYDx0tIBklPYQM1VS-B,NAWMYBSkEPAEYp9YT7vM_Q,pbEiXam9YJL3neCYHGwLUA,0,0,0,5,This is really the greatest restaurant I have been to in forever For a truly special occasion this is the place to have a great time Those who give it 3 or less stars are not serious reviews  Since 3 or less stars is just a0ok and 2 is i have had better It is unfortunate that some people had very specific bad experiences there but that is more of a rare occurrence from what i have read  Read any of the other 5 star review and you get the idea IK have been to other chef tasting restaurants for about the same price and no other place match both presentation and taste   My wife and i came with 4 other people and every one of us was blown away by the quality and service  I could go on about the food and the service and the presentation but there are so many reviews that articulate better than i would or could This review is really to say that if you are on yelp undecided about this place my answer is JUST GO,N
8,13,2012,6A7MFnTHM45U0pKl379KRw,_Es4as5v1edu5WxeMvWHEg,pbEiXam9YJL3neCYHGwLUA,0,0,1,4,Maybe I should have read reviews of this place before I went but it was a bit too experimental for me Here is an example of a dish we had three pieces of well prepared lamb with 60 possible saucesherbsfruits for you to choose to eat the lamb with Did I seriously just drop almost 300 to compose my own dishes? Im certainly no expert at doing this and definitely made some suboptimal choices And do people really like the dessert where they drop things everywhere? Its a cool show but taste-wise it was pretty far from the best desserts Ive had I have to give it 4s because a few of the courses were among the best dishes Ive ever had in terms of taste and presentation Some of my favorites without going into too much detail for fear of ruining it for others included an otoro course and a lobstercrab dish Just know what your getting yourself into its much hype not everything will be even close to the best things youve ever tasted there wont be as much meatseafood as courses at other restaurants one course was only ginger the reservation system where you buy your table in advance with no ability to change it at all is highly obnoxious and shows how pretentious these people are no other top restaurants in the country do this But the presentation of the food was by far the best Ive ever experienced So there are some things to cheer about,N
8,8,2012,If-jhodOvle7Qm6LBK-GTA,yGrCzVPdeHTiFl5KfUVZBA,pbEiXam9YJL3neCYHGwLUA,0,1,1,5,I have never worked this hard to get a reservation Looking for a reservation for the first week of August I started stalking the web site as soon as July rolled around A seemingly endless series of cryptic promises and updates eventually culminated with the roll out of the new a la Next ticketing system Fortunately a coworker caught the release as it was happening and half an hour later I was sitting on tickets for a four top But I was looking for a reservation for 3 Turns out thats not something that Alineas new ticketing system can accommodate Problem? Not at all Turns out this is a heck of a popular place so without much fuss we were able to find a fourth to join us on our culinary adventure Concerns about the awkwardness of spending 4 hours with a stranger were entirely unfounded Its amazing how shared admiration for breathtaking food can bring people together At a price tag of 280 sans drinks this place had a lot to live up to I am very happy to report that I think it was worth every penny While there are plenty of fine dining establishments providing you with fine culinary fare Alinea is providing you with a complete experience Dinner and a show I was surprised by the extent to which the restaurant made use of molecular gastronomy but the bells and whistles added rather than detracted every time Innovative techniques and ingredients came together in surprising and wonderful ways I wont provide any details of how I wouldnt want to ruin the surprise Just go and be prepared to have your mind blown,N
9,8,2012,Xz9kC-QlnKL1CO6hSihR0w,7MczEWaY3Ic6p4kBkKH0gw,pbEiXam9YJL3neCYHGwLUA,0,0,1,5,The best restaurant I have ever been to hands down Well above even the French Laundry,N
8,30,2012,JJB4ji7KzToqwdW3CRad,TYfZrIzz08VGmvvvGZhqyw,pbEiXam9YJL3neCYHGwLUA,0,0,5,5,First let me start by saying that it took me two years at 20 a paycheck- my favorite way to save for restaurant experiences to save up for my trip to Alinea Every since I found out that the best restaurant in the US was in my favorite city I knew I needed to go This was my third Michelin starred restaurant but my first three star and it did not disappoint I found securing the reservations through the ticketing system to be quite simple and am hoping other restaurants of this caliber switch to this method in the future My night at Alinea was perfection from the moment it began- from the gentlemen helping me out of my cab to the few minutes I got to spend watching the kitchen work and of course the food and the service Im not going to write a review explaining the food but I did enjoy every course There were certainly some I preferred over others but nothing was bad or even close to bad I agree with other reviewers that for several of the courses I wanted more than one bite though I was definitely full at the end of the meal My boyfriend and I did have the wine pairings with the dinner and that is the only thing I regret Neither of us are huge wine people and therefore it was really too much wine for me If I were to go again I would probably do a bottle to share instead or try a few glasses from the pairing if they do that I did not ask I did not love all 10 pairings but enjoyed 9 of the 10 My favorite part of Alinea besides the food of course was admiring all of the beautiful pieces that were created to serve the food at this restaurant Brilliant minds established this place and everything about the design was perfect down to the smallest detail I found the service to be excellent for my table and all of the courses were well explained We also had fun asking questions of the staff and they had all sorts of fun stories and great laughes which added to our meal I likely wont be back to Alinea but only because it is cost prohibitive for me If you have the chance to experience Alinea I would make the trip- it was a once in a lifetime evening for me,N
8,16,2012,aeEjv1lz5q0E0k6uf0gZ4w,gmluXHnW8aihzYow1zVoRQ,pbEiXam9YJL3neCYHGwLUA,0,0,3,2,Part of me wants to give this resto five stars and part of me wants to give it 1 star Ill give it two Ive been here four times The first time shortly after they opened was my best experience Every time since then Ive had condescending servers Its too bad the front of the house doesnt have half the sense of the humor that the kitchen has Its made the last three meals there unpleasant  On a different note this ticket system is for the birds and I wont bother even trying to go to any of these restaurants or joining facebook or trying to score tickets Its a waste of time confusing and to be honest insulting Ill go to Next or Alinea if someone invites me and thats it,N
